Tweet,Keyword,Sentiment,start,end
Only Italy : How Teenagers Learned To Hate Joseph Kony : The social media campaign by Invisible Children has drawn ... http://t.co/wVj56P7o,Joseph Kony,negative,8,10
"Jobs Steps Down at Apple , Saying He Can â?? t Meet Dutie s: http://t.co/FHQ5dqs",Jobs,neutral,0,1
New post : Mass Beacon Portal Quiz http://tinyurl.com/39xyq7u,Mass Beacon,neutral,3,5
american Whole Foods Market is like a temple of food,Whole Foods Market,positive,1,4
Movie Review : 'Jack and Jill' - Conway Daily Sun : Patriot-NewsMovie Review : 'Jack and Jill'Conway Daily SunÃ¢Â?Â?Ja ... http://t.co/N7xEGdHb,Conway Daily Sun,neutral,7,10
Money is not enough when you are famous . What a pity !! RIP Whitney Houston ....,Whitney Houston,positive,14,16
New post : Credit Card Debt Consolidation : Apply Today - BigNews.biz ( press release ) ( http://cli.gs/edTHt),BigNews.biz,neutral,11,12
@theresaljx @gerrxgerry I'll do the flip table meme . Haha,@theresaljx,positive,0,1
"â?? Social networks aren â?? t about Web sites . They â?? re about experiences . â?? â?? Mike DiLorenzo , NHL social media marketing director",Mike DiLorenzo,neutral,18,20
Is Antonia Maino aka Sonia Gandhi Really to Blame ? http://t.co/iK2826zS,Antonia Maino,neutral,1,3
SB Supervisor Brad Mitzelfelt Gets Statewide Award for Employing Cost-Saving Volunteers http://t.co/SnpEcKGS,Brad Mitzelfelt,positive,2,4
"I posted 7 photos on Facebook in the album """" http://t.co/actmLZCc",Facebook,neutral,5,6
Chief Minister â?? s Office ( CMO ) is a proud recipient of an award at the eGov eIndia Awards 2011 : http://t.co/MI6vyuNc #narendramodi #gujarat,Chief Minister â?? s Office,positive,0,5
"Steve Jobs , Apple co-founder , dies aged 56 http://t.co/1LBL6hnD",Apple,neutral,3,4
sponsor http://t.co/FyTEHN4G Enjoy Sizzling Steak with the Family-T.G.I . FRiDAYS entrees at home - with Friday's new frozen Entres !,Friday's,positive,15,16
Photo : Game of thrones first two books ! Just got them and my pocket is awfully light ! ( Taken with Instagram ... http://t.co/10fUfUE6,Instagram,neutral,22,23
Back in the company of Jan Lundgren Trio this evening . This time at the Swedish ambassador's residence . A little bit of European melancholy .,Jan Lundgren,neutral,5,7
@khadijahafeji All r doing well .. But i like Ishant .. The way his bowl and he crossed 150 kmph ..,Ishant,positive,9,10
GM expects to repay $ 1 billion loan to Treasury : report ( Reuters ) : - http://u.nu/6q9w7,Treasury,neutral,9,10
"LG Unveils Giant 84-Inch TV With Voice , Gesture Control",LG,neutral,0,1
"Obama May Back Hiring Credit , Construction Spending to Spur Jobs â?? BusinessWeek http://t.co/PCBJYSw",BusinessWeek,neutral,12,13
"New York Time s: Natural Gas Drilling , in the Spotlight http://ow.ly/48ZT8",New York Time s:,neutral,0,4
"I just unlocked the ""Bender"" badge on @foursquare ! http://t.co/I9XT4Nga","""Bender""",neutral,4,5
@Natura_Mexico 33%,@Natura_Mexico,neutral,0,1
The Pregnancy Plan ( Harlequin Special Edition ) http://ourl.com/hxeq,Harlequin,neutral,4,5
"@ahmadesseily yousri is not the old yousri we all know , where is yousri's old hard questions ?",yousri,negative,1,2
Chang & Eng bunker the most famous conjoined twins in history,Eng bunker,positive,2,4
I think IRL drivers are more accessible than NASCAR drivers . My most exciting sighting was Rick Mears,IRL,positive,2,3
Victoria Beckham Triumphs at 'Fashion Oscars' #Entertainment http://t.co/q5pr59kW,Victoria Beckham,positive,0,2
Canadian Transpromo Leader Adding Second OcÃ© JetStream ... - CNW Group http://tinyurl.com/2dmk5jh,CNW Group,neutral,9,11
"Justin Bieber Bought New $ 10 Million Huge Mansion In Cali Other Day , New Photo - OnTheFlix : Justin Bieber bought .. http://t.co/RrWgMn4R",Justin Bieber,neutral,19,21
"@dianna3335 That's why people need a Virgin Mattress , one free of all that mess ! http://ht.ly/38ZlP We prefer those with VertiCoil Edge !",@dianna3335,neutral,0,1
"Ugarit News || #Syria || [ 11 Dec 2011 ] Al-Bayadah , #Hom s: The martyr Fouad Kan'an along with his Mother , sister , ... http://t.co/UoSl3D0o",Fouad Kan'an,neutral,16,18
@lizzlaw I believe this feels akin to when Adele swept six awards out of six at the Grammys . Why're you so against Hugo . Is it that bad ?,Hugo,positive,23,24
"@DimashkiehSarah ""Commercial"" #diet programs work better than standard nutritional care . http://t.co/PWQ8mf9d",@DimashkiehSarah,neutral,0,1
Elvis Presley : Remembering The Singer On The 34th Anniversary Of His Death ( AUDIO ) http://t.co/0NEAW9v via @huffingtonpost,Elvis Presley,positive,0,2
"Finally someone is making a noise about this ! About time ! ""Gavaskar , Shastri are biased"" http://t.co/M4qc4M6","""Gavaskar",positive,12,13
"Year 2020 . Will we see countries name like ( Apple , Samsung , Google , Facebook , Microsoft , T ) . From PIIGS to ( ASGFM ) . then no more Euro Crisis",Microsoft,neutral,18,19
@ronniebard Hey hey Ronnie ! Just saw the HYENAS you did an outstanding job brother !! Great work !,@ronniebard,positive,0,1
@Stefsunyanzi Paul the octopus defeated Netherlands ...... Sigh .......,@Stefsunyanzi Paul,neutral,0,2
Whitney Houston fans to follow funeral on web http://t.co/ud9nHNuz,Whitney Houston,positive,0,2
"[ Education ] SingTel fined $ 40 , 000 for selling sex-themed mobile phone game s: SingTel has been slapped with a $ 40 ... http://bit.ly/pLJjVW",SingTel,negative,16,17
"Qualcomm ups dividend , approves up to $ 4B buyback : Mobile phone chip-maker Qualcomm Inc . sa ... http://t.co/fcPJDhhq http://t.co/FiSmxplN",Qualcomm Inc,neutral,14,16
The Future Sound of London - Environments 3 ( 2010 ) : http://bit.ly/bqZpSP,The Future Sound of,neutral,0,4
"""We run with muscle aches and sweat , but these inmates run with the painful hurt and helplessness."" says Eugene ... http://t.co/6ilw83uP",Eugene,neutral,19,20
I posted a new photo to Facebook http://t.co/1ZuCr6cb,Facebook,neutral,6,7
Did you hear Facebook went public ? Soon you will be able to purchase Facebook stock ! So the question is- If you ... http://t.co/woj94k3u,Facebook,neutral,14,15
Q : What is ( or was ) your family's favorite Nickelodeon show ? Check out Nickelodeons virtual Nick Toy Machine ... http://t.co/6Zm9pC6h,Nickelodeon,neutral,11,12
Wantickets United States - United States Wantickets Events http://t.co/XmMbqzw1,Wantickets,neutral,0,1
Frank Lloyd Wright~ Business is like riding a bicycle . Either you keep moving or you fall down .,Frank Lloyd Wright~,neutral,0,3
"Wow , @cgkingjp tweeted 3 , 253 times ( +3 yesterday , +3 on average ) . More stats at Twitter Counter : http://t.co/qK6rSVF3 @TheCounter ã??ã??ã??ã??",Twitter,neutral,20,21
"I just joined Remove the PAGE ""ALLAH IS A CRIMINAL"" on @causes ! http://t.co/Ttkew8p","""ALLAH",negative,6,7
Why pay retail price on Hummer HX 3 Auctioned for less money in eBay . Learn how . http://t.co/5ulAEWl1,Hummer,neutral,5,6
Palestinians under pressure to drop UN bid - Middle East - Al Jazeera English http://t.co/NXCD1Qtq via @ajenglish,Al Jazeera,neutral,11,13
"with their bodies . In a statement , the tribes arrived NewsYemen said the Guard forces committed a heinous crime is one of war crimes and",the Guard,negative,13,15
Retired man stuck with medical bill : by LiAna Gonzales â?? I'd be driving through town and I'd get really sleepy an ... http://t.co/UZ8lqHOt,LiAna Gonzales,neutral,8,10
"bad day at Villa park today , need new signings , AW Services will be back at work tomorrow #goodnight",AW Services,neutral,11,13
"Could they be any hotter ? Check out these great pics of Justin Bieber and Selena Gomez , they're just too cute -- http://t.co/tLZU3Niu - spon",Justin Bieber,positive,12,14
"@HalaGorani Rally for #Syria in #NYC on Saturday at 1pm in front of the UN , organized by Arab Americans for Democracy in Syria . #Daraa",Arab Americans for Democracy in,neutral,18,23
"New York Time s: Natural Gas Drilling , in the Spotlight http://ow.ly/48ZT8",New York Time s:,neutral,0,4
"I'm selling St George England Flag Real Leather 20"" Filled Cushion on eBay . View it here : http://bit.ly/cNIp2u",St George England,neutral,2,5
Check out this facebook page ! http://t.co/tbTrZDJi via @AddThis,facebook,neutral,3,4
"Braley sees the light during energy tour|A longtime proponent of green technology , Rep . Bruce Braley , ( D-Iowa ) , .. http://oohja.com/xiaq3","Rep . Bruce Braley , ( D-Iowa )",positive,13,21
"Would like to thank #BahrainND for discssing public & social safety , we've started a prgrm ""Together"" since '10 in line with the initiative",#BahrainND,positive,4,5
@Sandmonkey the only ting that mentioned in official media is that mubarak made a call to Alsabahy this morning ... so he dont like saudi,mubarak,neutral,11,12
"Apple iPad Shipments Suddenly Rise : Next Tablet in Stores by Weekend ? [ REPORT ]: However , Apple Stores and other ... http://t.co/IJNu8cNQ",Apple,neutral,18,19
"Today had the pleasure & honor to meet Philip Kotler , to attend the conference-forum ""Marketing 3.0"" by him !!",Philip Kotler,positive,8,10
"Japan , Russia see chance to clone mammoth - Yahoo ! http://t.co/5olWuDCM via @YahooNewsUK",Yahoo,neutral,9,10
"If u shoot w Instagram but prefers using other camera app , make sure the app is location aware . Instagram will use e geolocation data .",Instagram,neutral,4,5
White Horse keyboards by Taylor Swift http://t.co/H9em6zG via @echords,Taylor Swift,neutral,4,6
"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â?? t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",Pistons,neutral,11,12
JumpFly Named Best Pay Per Click Management Company by http://t.co/EFJdGYWu for ... - Albany Times Union http://t.co/8deC7ACl,Albany Times Union,neutral,13,16
Veteran writer Anis Mansour succumbs to pneumonia at 87 - Politics - Egypt - Ahram Online http://t.co/NEgKZvMi,Ahram Online,neutral,14,16
"NASA unveils sweeping new program s: A week before President Obama attends a ""space summit"" in Florida , NASA unveil ... http://bit.ly/cwA9DE",President,neutral,9,10
"Courage to Commit , Sabr Wins The Race !! #constantcontact http://t.co/iOOlpKdQ",Sabr,positive,4,5
Check out BlackBerry Protect ! You can find it at http://t.co/aSKEIx18,BlackBerry,neutral,2,3
"Fan : Oppa , arsenal won the match against barcelona Minho : ofc i knew ! Fan : Next time barcelona will win the match ! Minho : No , Arsenal will !",Oppa,neutral,2,3
Spezza anxious to shoulder load with teammate s: Senators centre Jason Spezza is pointing toward a return to the ... http://bit.ly/gUglMu,Spezza,neutral,0,1
"Polynesian Cultural Center Coupons , Deals & Promotions http://t.co/l2U5Q7nl",Polynesian Cultural Center,neutral,0,3
"http://t.co/tHnij4II Blackberry Playbook , rated as No.4 on Cyber Monday Sale",Blackberry,neutral,1,2
"The CDC explains how to go ""viral"" on Twitter http://bit.ly/9Tezmr",CDC,neutral,1,2
"BP Unlikely To Return To Bumper Dividend Despite Settlement : BP PLC ( BP.LN , BP ) expects to keep raising its divi ... http://t.co/s74BoLeI",BP,neutral,15,16
"Young Entrepreneurs Ask Jack Dorsey Question s: By Scott Budman and Sajid Farooq Jack Dorsey , the Co-Founder and ... http://t.co/yZW5xx3F",Sajid Farooq,neutral,11,13
"@zeeisonfire yes it's super scary . Sometimes when I come to think about it , I can't sleep and I feel like I'm not gonna see tmr .",@zeeisonfire,negative,0,1
Quasimidi Sirius Demoed by Polish Master on I Have Synth http://tinyurl.com/y9rcfsf,Quasimidi Sirius,neutral,0,2
@ExpatWomanDubai yes it did ! & lt ; 3,@ExpatWomanDubai,positive,0,1
A.A . Responds to U.S . DOT Approval of Its Pact with Hainan Airlines - http://t.co/UyeXk3ig,Hainan Airlines,neutral,12,14
"terrorist & gt ; & gt ; kddafe , qaeda , jeddahs rain :P they are all in onel list",kddafe,negative,7,8
"[ Education ] SingTel fined $ 40 , 000 for selling sex-themed mobile phone game s: SingTel has been slapped with a $ 40 ... http://bit.ly/pLJjVW",SingTel,negative,3,4
Unfolded Magazine : Wire Table Light by Chris Oswin at ... : NYC Designer Carrie Parry wins The Green Fashion Comp ... http://t.co/19E6GACJ,Chris Oswin,neutral,7,9
Sheremetyevo + Aeroflot : shitty service forever . Some things just stay as they are .,Sheremetyevo,negative,0,1
Precise #News - DHS finalizing plan for exit system : WASHINGTON ( AP ) -- The Department of Homeland Security ... http://t.co/MoArBkgg,The Department of Homeland Security,neutral,15,20
"""Smith & Wesson - the original â?? point and click â?? interface."" http://bit.ly/sJr6l","""Smith & Wesson",positive,0,3
"Doing Business in Italy : From Katie Morell : For the outsider , living and working in Italy is a practice in patie ... http://t.co/33CYlOQ6",Katie Morell,neutral,6,8
"Apple unveils ""the new iPad"" : It's here ! After a long wait filled with much rumor and speculation ( driving tons o ... http://t.co/lkOhpNE7",Apple,neutral,0,1
"Hi Everyone at James Daniel , We wanted to send you a great big THANK YOU ... for sending the dj to our Catering ... http://t.co/6Zhn7MFi",James Daniel,positive,3,5
Gene Simmons Of Kiss On Marketing . An interview that is great ! Steve Baldwin is in there too.| http://ow.ly/5cTU9,Kiss,positive,3,4
"Boycott #Generali Bulgaria . They try to kill # Gorssova . #boycott and # protest , June 26 , 1800 h , Sofia",Gorssova,neutral,9,10
Sneak Peak Of Next Weeks Podcast ! Rob & Kim's Marriage Counseling : What NOT to do in a relationship ( video ) http://t.co/6Nup46VP,Rob,neutral,7,8
@theresaljx @gerrxgerry I'll do the flip table meme . Haha,@gerrxgerry,neutral,1,2
Lol lol RT @allkpop : [ Spoiler : Running Man ] Kim Jong Kook is betrayed by Haha http://t.co/U1FHxYLw,Haha,negative,17,18
http://t.co/kb9ZDVXQ - Biblical Patriarchs Abraham & Moses NEVER EXISTED As the Bible Portrays http://t.co/wbb8XVwr,Moses,negative,6,7
NBA 2010-2011 Finals Champions MIAMI HEAT ...... Cant wait !!!,NBA,neutral,0,1
â??Bamdad | Will # IEC â?? s Decision Put an End to # Afghanistan â?? s political crisis ? http://t.co/QwJuRZI via @afbamdad,IEC,positive,4,5
The 2nd Reason Why Forex Traders Fail !! ... http://fb.me/WTcMEwG2,Forex,negative,4,5
"Â» ON ABURI WE STAN D: The Distortion of Accord , by Ojukwu | Vanguard Mobile http://t.co/mrcZ62sm via @vanguardngrnews",Ojukwu,neutral,12,13
"How Google's +1 Button Affects SEO - Since the days of Google Buzz , the +1 button has been a mystery to users and co ... http://t.co/aps76UPm",Google,neutral,11,12
I subscribed to DrakeVEVO's channel on YouTube . http://t.co/gUBsw38s,YouTube,neutral,6,7
"Obama 'Allow Small Business Mortgage Help' - Political Punch : Looking to spur job growth , Pres . Obama proposed the ... http://bit.ly/aNuY7k",Obama,neutral,18,19
"@TheDoctors watching the show on MBC 4 interestin â?º "" Listing to you're Body will save you're life "" ð???",MBC,positive,5,6
"I just finished a 4 , 00km run with a pace of 9'15""/km with my Nike+ GPS app .",Nike+,neutral,15,16
"Top 10 Twitter tips that could land you on a cover ! #31daysonBE ... : It was also a direct result of a tweet , so ... http://t.co/BZV2D9as",Twitter,neutral,2,3
Best Prepaid Legal Services â?? You Must See This Recent Report ... : Don & Sheena Coleman Associates for Pre-Paid Le ... http://bit.ly/95t1Eo,Don & Sheena Coleman Associates,neutral,13,18
Mark Burdett succeeds Allan Horlick at WUSA : It's a return to Washington's TV-station arena for Burdett â?? he was ... http://t.co/2dqlyIsu,WUSA,neutral,6,7
"Trichet : Trust Weakening Of Stability Pact Won't Happen Again : By Market News International || March 18 , 2011 at ... http://bit.ly/f8TBPb",Market News International,neutral,12,15
10 ways to boost your happiness - Yahoo ! Lifestyle India http://t.co/NO1fFvDf,Yahoo,neutral,7,8
"It's 4 ish in the morning , it is pouring down and Hernendez denied a penalty . Going to hit the sack now . Sleepy .",Hernendez,neutral,12,13
I favorited a @YouTube video http://t.co/GphxOTmI John Rzeznik - I'm Still Here ( Jim's Theme ),John Rzeznik,positive,6,8
"iCurrency Plus for Windows new feature â?? Post to Twitter , Facebook or send a mail - Do you see the icons for ... http://t.co/1U9kjdNo",Twitter,neutral,9,10
Tom DeLay : Still Friends with Jack Abramoff ( VIDEO ) - http://bit.ly/9rMfpE,Jack Abramoff,neutral,6,8
