,text,target,label
282,"G.A. Henty novels are great for children 's read alouds -LRB- ages 10 + -RRB- . I 'm holding out for the ipad , however -LRB- do n't favor Kindle -RRB- .",ipad,neutral
283,fun at target : well i finally dragged myself out to target today to get in on the wii deal . i ended up wi . .,wii,neutral
284,"'' lindsay lohan looking haggard in paris - awful plastic surgery ... : awful plastic surgery , trout pout , ugly b . .",lindsay lohan,negative
285,"i think the britney spears ' song ' 3 ' is awesome ! i could listen to it over and over again . well , back to work ! enjoy the afternoon !",britney spears,positive
286,what happened to k-fed ? he gains soooo much weight after his divorce with britney spears !,britney spears,neutral
287,"lmao epic fail , zee . epic fail . xd hahahaha , i love people like that . like lindsay lohan or britney spears . xd",lindsay lohan,neutral
288,i fucking hate motherfucking electronics !!! now i 'm all fucking hot and sweaty and dusty trying to fix my fucking xbox and nothing worked !!,xbox,negative
289,Just loved nicki minaj feat . Drake - Moment 4 Life -LRB- DJ Kue Remix -RRB- - Dirty . on hypem,nicki minaj,positive
290,barack obama seems like he 'd be a cool guy to hang out with . I really should get a Hawaiian friend .,barack obama,neutral
291,My big girl wants to read harry potter . Seems like just yesterday we were reading Madeline . Is she ready ? She sobbed over Kung Fu Panda .,harry potter,neutral
292,I can not BELIEVE the level of access the NBA gave the khloe and lamar show . That ryan seacrest and Kris Jenner are forces to be reckoned with,ryan seacrest,negative
293,want to be updated by the global hunger index ? . -LRB- love the use of google plat to make this data readable -RRB-,google,positive
294,but the ultimate argument against the '' sanctity of marriage '' loons is britney spears ' '' just for fun '' marriage .,britney spears,neutral
295,"'' Sonny helped me grow , and become more aware of the media , and paparazzi , and the famous life . It makes me think twice . '' - demi lovato .",demi lovato,neutral
296,Rebecca thinks khloe kardashian is n't a real kardashian . She thinks Bruce is her dad because she does n't look like the other two . .,khloe kardashian,negative
297,The Awesomeness of the Best google Custom Logos . vía abduzeedo,google,positive
298,woke up to the sounds of mario . spencer stole his mamas wii . hell yes !,wii,neutral
299,"well i checked it out in consumer reports -LRB- my dad subscribes -RRB- and they say go with the kindle , so i 'll probably do that . thanks for tips : -RRB-",kindle,neutral
300,Lol if you do n't know how to cook you better get you a fucking martha stewart book,martha stewart,negative
301,is listening to micheal jackson album > 3 legends live for ever ! we love you micheal x,micheal jackson,positive
302,Blinking because my contact was dry and this chick thought I was winking at her O.O '' Nice braids cutie . . you look like alicia keys '' AwkwardMoment,alicia keys,neutral
303,"lol '' i get to go to lots of overseas places , like canada . '' - britney spears quote",britney spears,neutral
304,Garth Brooks : ' the system wo n't let obama do his job '' Paul Bernaert : '' Do n't be a crybaby '',obama,negative
305,am watching peejaybe and his perfect king fu moves on the wii fit plus ! am loving it !,wii,positive
306,"Oct 5 , 1947 Harry Truman made the 1st ever Presidential address aired on television . Now President , barack obama , is pretty much all we see on television !!",barack obama,neutral
307,"nobel peace prize is for u-2 , jimmy carter , obama , and jill chaplin , md , has it for shout '' cripples ! ''",jimmy carter,neutral
308,I do n't believe that anything could make S&M a worse song than it already was -LRB- even britney spears -RRB- so I am voting yay on the Rihmix .,britney spears,negative
309,LOL i love that planetjedward are such fangirls for britney,britney,positive
310,"listening to a-game the air plane on raiiney ' is ipod , why am i gon na make a routine , well and dancing , lol ,",ipod,neutral
311,"'' It is a privilege to be here , to open for Lady gag . I 've made it ! '' barack obama - ha !",barack obama,neutral
312,"See , the Racist is . Mcgavin kgrayson23 says that President obama '' beats '' women and '' molests '' children ... .",obama,negative
313,'' yeah know you do n't hear the good ones any more like soulja boy . '' my mother :-RRB- alexisnan haydenfryery,soulja boy,positive
314,And Michael Stipe is on jimmy fallon and nervous . Will perform new song with The Roots band . Mentioned James Franco . This is memorable ! : -RRB-,jimmy fallon,neutral
315,"do any of my followers have a picture of britney spears performing live ? just had an idea for my uni course but need a fresh photo , deathmatch me !",britney spears,neutral
316,damn obama can you attempt to lower gas prices ?,obama,negative
317,100factsaboutme 2 i love justin bieber,justin bieber,positive
318,revealed . . nicolas cage ' s secret passion -,nicolas cage,neutral
319,Link Time ! : madonna and Lady gag fake fight on SNL - Company Jude Law has been confirmed as the father of Sa . .,madonna,neutral
320,And I know yall heard about the rumors of madonna wanting to have Pacs baby ... yeah I kicked that bitch into an abortion .,madonna,negative
321,acoracle love the NBA go lakers . Watching UFC now .,lakers,positive
322,in the wii news : the biggest loser : : wii and ds game review,wii,neutral
323,Currently reading the British version of harry potter and the Deathly Hallows and wishing I had a fireplace in my hotel room .,harry potter,neutral
324,"'' To be clear , the real sarah palin can NOT , repeat , NOT see Russia from her house . '' CNNFactCheck",sarah palin,negative
325,"3 by britney spears , my most played for these past two days ! feels like d-d-dancing !",britney spears,positive
326,NEW Video '' Unthinkable '' by Porta_Rich_ITD ft alicia keys -- > . Youtube,alicia keys,neutral
327,Michele Bachmann action figure not as popular as sarah palin,sarah palin,neutral
328,"i swear britney spears piss somebody in twitterland , smooth off . at least 1ce a week , her and her good friend penis try to follow me on here",britney spears,negative
329,i have an actual kindle and totally love it . the nook looks pretty nice too .,kindle,positive
330,Bieberfact katy perry says if she was very happy when she kissed Justin :-RRB- RT if You Want too .,katy perry,neutral
331,madonna shoes offered to Gypsy charity in Romania : AP - madonna is putting her shoes where her mouth is .,madonna,neutral
332,"Fuck is wrong with corey gunz , he ca n't make a choice between weezy and nick cannon , who the fuck is nick cannon again ?",nick cannon,negative
333,at least you did n't hurt yourself playing the wii .,wii,positive
334,charlie sheen Loses Another Legal Battle in Contract Dispute : charlie sheen lost his latest bid to force a cou ... .,charlie sheen,neutral
335,shouts to felixcartal for his very great rmx of outrageous by britney spears !,britney spears,neutral
336,"I 'm not cool , says john legend - AsiaOne : AsiaOneI 'm not cool , says john legend MAY have a reputation f ... .",john legend,negative
337,give stanza a look . it 's pretty good . kindle application for phone is good too . what about sony 's book reader ?,kindle,positive
338,"kim kardashian Glows Around Kris Humphries : kim kardashian and her beau , Kris Humphries , had a blast at Kourtney ... .",kim kardashian,neutral
339,xbox live : sleepy not dead is currently online . playing last.fm . listening to music . -LRB- xbox live nation -RRB-,xbox,neutral
340,"Stephen colbert and jimmy fallon , singing rebecca black ? I do n't know what part of that makes me want to kill someone the most .",jimmy fallon,negative
341,why do you love lady gaga so much ? :D -- theres so many things so ill give you my top 5 reasons ; 1 . the fact she in ... .,lady gaga,positive
342,katy perry wants to crash the royal wedding ! .,katy perry,neutral
343,i just smoked a dub by myself for some reason and now i want some cheese doodles like i was ms britney spears herself,britney spears,neutral
344,getting bored of playing about with windows 7 and twitter . off to put a film on and relax in front of television .,windows 7,negative
345,damn i really need a itouch ... or ipod in general,ipod,positive
346,"... also , it just seems like the ipod might be less prone to problems now that it 's been out for a while .",ipod,neutral
347,ooh ! i like this britney spears 3 remix ! its crack-a-dotious ! who made it ? -LRB- crack-a-dotious lmao oh man -RRB-,britney spears,neutral
348,"so obama got a nobel peace prize for doing what exactly ... ? jimmy carter got one too , and he was like the worst president . so ... ?",jimmy carter,negative
349,"for some awkward reason , iphone application updates make me really happy . ; p",iphone,positive
350,on this xbox what 's good,xbox,neutral
351,check this video out -- sweet dreams britney spears interlude,britney spears,neutral
352,"incidentally nicolas cage , i would blame your manager for your financial ruin , i 'd blame your bad acting and horrible choice of movies .",nicolas cage,negative
353,Love the shows oprah comes up with !! Such an inspiration !,oprah,positive
354,"ha !! natawa ako sa EPIC tweet ha ! sabe ni selena gomez : who says your not perfect , Miley Cyrus : Nobody 's Perfect then Pink : F * ckin Perfect",selena gomez,neutral
355,britney 's best bikinis : earlier we brought you shots of britney spears looking fabulous in a bikini on vac . .,britney spears,neutral
356,So Swizz Beats has a song called '' Dance Like a White Girl '' . And he 's fucking alicia keys . Stuff like this is why I do n't pray .,alicia keys,negative
357,i need a google wave invite to hot.chic1985 googlemail.com please,google wave,positive
358,yeah well at least they have a kindle application .,kindle,neutral
359,jimmy carter talked about peace and poverty housing on the today show today :,jimmy carter,neutral
360,roflmao ! the x-factor twins doing britney spears must be the best piece of comedy this year ! losers !!!!!!!!! xfactor edward john britney,britney spears,negative
